age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
38,4,175087,15,2,3,0,4,1,0,0,50,39,0
60,6,198470,12,2,4,0,4,1,14090,0,46,39,1
53,4,210329,15,4,10,1,4,1,14073,0,40,39,1
24,4,133634,15,4,12,3,2,0,0,0,18,39,0
20,4,117827,11,2,8,3,4,0,0,0,40,39,0
38,4,276557,11,2,12,1,2,1,0,0,40,39,0
20,0,535783,15,4,6,4,2,0,0,0,22,39,0
32,5,192678,9,2,10,4,4,1,0,0,40,39,0
22,4,239333,15,4,10,3,4,1,0,0,40,39,0
25,4,105088,2,0,1,1,4,0,0,0,40,39,0
47,4,93258,0,4,11,1,4,0,0,0,24,35,0
38,4,210758,9,4,12,4,4,1,0,0,40,39,0
26,5,185460,9,0,1,0,2,0,0,0,40,0,0
61,0,369677,15,4,3,1,4,1,0,1427,90,39,0
25,4,366788,11,2,3,3,2,0,0,0,15,39,0
37,4,60695,12,2,8,0,4,1,0,0,47,39,0
31,4,130426,9,0,0,0,4,1,0,0,50,39,0
25,4,170001,9,2,6,4,4,0,0,0,40,39,0
46,4,90523,0,4,1,1,4,1,0,0,17,39,0
24,4,136218,9,4,1,0,4,1,0,0,40,39,0
25,6,167424,9,0,8,2,4,0,0,0,40,27,0
27,4,248338,11,2,14,0,4,0,0,1860,60,19,0
27,4,405830,9,4,10,1,4,1,0,0,40,39,0
43,8,272236,11,4,8,3,4,0,0,0,40,39,0
24,4,206555,11,4,8,1,4,0,0,0,35,39,0
33,4,42313,15,2,12,0,4,1,0,0,50,39,0
25,7,130681,9,0,5,4,4,0,0,0,40,39,0
62,4,287123,11,2,10,1,4,1,14090,0,52,39,1
29,4,187875,9,4,5,0,4,0,0,0,40,39,0
47,4,138247,14,2,0,0,4,1,0,0,40,39,0
41,4,105137,15,2,3,0,2,1,0,0,40,39,0
21,4,119365,11,4,0,0,2,0,0,0,12,39,0
53,6,157722,9,0,6,0,2,1,0,0,40,39,0
28,4,122952,11,4,10,4,2,0,0,0,40,39,0
62,6,393665,11,2,0,2,0,1,0,0,40,39,0
22,2,148000,9,0,3,0,4,1,0,0,50,39,0
19,4,99066,11,2,1,3,4,0,0,0,40,39,0
61,0,37558,15,4,12,0,2,1,0,0,50,39,0
38,2,171756,9,4,1,0,4,1,0,0,47,8,0
59,6,196127,11,2,3,0,4,1,0,0,47,39,0
56,4,425113,15,2,10,0,2,1,0,0,40,39,1
43,0,510911,15,4,4,5,4,1,0,0,50,39,1
19,0,215537,9,0,8,0,1,0,0,0,45,39,0
73,4,269127,4,4,1,0,4,1,0,0,22,39,0
60,4,162863,15,4,12,0,4,0,0,0,40,39,0
58,4,36212,15,4,13,1,4,1,0,0,40,39,0
32,4,99986,15,4,12,0,4,1,0,0,40,39,0
37,4,67756,11,2,12,0,2,1,0,0,40,39,0
68,7,403856,15,0,14,5,4,1,0,0,70,39,0
27,4,289395,15,4,12,5,4,1,0,0,40,39,0
68,4,145925,11,2,14,0,4,1,14063,0,59,39,1
30,4,71064,15,2,12,3,4,1,0,0,50,39,0
24,4,242950,9,4,3,4,2,0,0,0,40,39,0
53,4,179372,11,2,12,0,4,1,14090,0,40,39,1
29,4,104742,1,4,1,3,4,0,0,0,40,39,0
30,4,188947,11,2,0,3,4,0,0,0,40,39,0
25,4,125393,11,2,8,3,4,0,0,0,40,39,0
68,4,127286,15,0,5,0,4,0,0,0,40,39,0
22,4,415491,11,0,0,4,2,0,0,0,40,39,0
21,4,119911,11,2,7,1,4,0,0,0,24,39,0
43,6,53418,8,2,3,1,4,1,0,0,40,39,0
47,4,117127,15,4,6,3,4,0,0,0,40,27,0
66,4,218756,11,4,1,4,4,0,0,0,40,39,0
26,4,184288,11,4,9,4,4,1,0,0,40,39,0
43,4,118965,11,4,12,3,2,0,0,0,40,39,0
25,5,313938,9,0,9,0,4,0,0,0,40,39,0
60,4,207387,11,2,3,4,4,1,0,0,40,39,1
61,4,42623,15,4,10,5,2,1,0,0,40,39,0
61,4,140154,11,2,10,1,4,1,0,0,40,39,0
27,4,159078,15,2,3,1,4,1,0,0,40,39,0
24,4,151161,15,2,14,0,4,1,0,0,40,39,0
62,4,204701,9,2,10,0,4,1,14090,0,51,39,1
32,4,215822,6,0,12,3,4,1,0,0,40,39,0
53,6,324069,15,2,14,0,4,1,0,0,50,39,1
26,4,271168,0,4,3,3,4,1,0,0,23,39,0
41,6,163167,15,2,6,0,4,1,0,0,40,39,0
32,4,228451,11,2,1,4,4,1,0,0,40,39,0
27,4,296025,11,4,9,5,2,0,0,0,13,8,0
48,4,145925,7,3,3,4,4,0,0,0,37,39,0
20,4,185740,11,4,0,3,4,0,0,0,40,39,0
61,4,142200,11,0,6,4,4,0,0,0,40,39,0
27,4,440077,15,4,12,4,2,1,0,0,40,39,0
37,0,186078,11,2,3,0,4,0,0,0,40,39,0
29,5,92535,9,0,14,0,4,1,0,0,40,41,0
21,4,217780,6,0,4,1,4,0,0,0,22,39,0
21,4,101097,9,0,1,0,4,1,0,0,40,29,0
24,5,45030,9,0,12,4,2,1,0,0,40,39,0
60,4,396810,11,4,0,1,2,0,0,0,22,39,0
61,2,325971,12,2,4,0,4,1,14090,0,49,39,1
47,4,165862,15,4,14,4,4,1,0,0,40,39,0
25,4,85101,9,0,10,3,4,1,0,0,40,39,0
26,4,127683,11,2,3,3,4,1,0,0,46,39,0
24,4,108744,0,4,3,4,4,0,0,0,34,39,0
24,4,243475,9,4,3,1,4,1,0,0,40,39,0
75,4,132317,15,4,14,3,4,1,0,0,70,39,0
45,4,138397,11,2,6,0,4,0,0,0,40,39,0
47,4,363777,11,4,6,3,2,0,0,0,15,9,0
48,4,160560,11,2,3,0,4,0,0,0,45,39,1
23,4,120304,15,4,6,1,4,0,0,0,35,39,0
69,4,424536,8,2,0,1,2,1,0,0,23,31,0
19,4,106488,11,4,1,3,4,0,0,0,36,39,0
21,4,311637,11,4,12,3,4,1,0,0,60,39,0
38,4,60495,11,2,3,0,4,0,0,0,40,39,0
61,4,159395,12,0,3,0,4,1,0,0,40,39,0
25,4,175087,15,2,12,0,2,1,0,0,21,39,0
25,4,194166,9,0,10,0,4,1,0,0,40,39,0
27,4,35080,15,3,9,1,2,0,0,0,21,39,0
26,4,231853,15,4,12,4,2,1,0,0,40,39,0
32,4,145246,15,4,6,4,2,0,0,0,40,39,0
47,5,158557,9,2,3,3,4,1,0,0,40,39,0
48,4,147316,15,2,12,0,4,1,0,0,40,39,0
37,4,273623,15,4,12,0,4,1,0,0,40,39,0
20,4,113654,11,4,0,3,0,0,0,0,20,39,0
61,4,244490,15,2,12,0,2,1,0,0,40,39,0
37,4,341760,11,4,12,4,2,1,0,0,40,39,0
22,4,163797,9,0,3,0,4,1,0,0,40,39,0
25,4,87110,11,2,8,0,4,0,0,0,50,39,0
26,4,210371,11,2,13,0,4,0,0,0,40,39,0
32,1,288961,11,4,13,1,4,1,0,0,53,39,0
30,4,128214,11,0,1,3,4,0,0,0,40,39,0
33,4,164066,15,5,4,1,4,1,0,0,40,39,0
26,7,358746,3,0,0,0,4,1,0,0,40,39,0
43,6,78720,11,2,4,0,4,1,8905,1585,50,39,1
75,7,234161,15,4,14,5,4,1,0,0,40,39,0
19,4,261283,11,4,12,3,2,0,0,0,23,39,0
52,4,84333,9,2,6,0,4,1,0,0,40,39,0
25,2,190782,15,4,1,0,4,1,0,1945,40,8,0
26,4,138832,11,2,14,0,4,1,0,0,40,39,0
43,4,137572,11,2,13,1,4,0,0,0,40,39,0
33,4,317370,11,2,3,1,4,1,0,0,40,39,0
37,4,202127,11,4,3,4,4,0,0,0,21,39,0
33,2,109826,15,4,10,1,4,1,0,0,40,39,0
39,4,172326,15,4,12,4,4,1,0,0,40,39,0
53,4,200987,11,2,12,0,4,1,0,0,40,39,1
42,4,119899,11,2,13,1,0,0,0,0,22,39,0
46,4,132452,11,4,1,1,4,0,0,0,40,27,0
25,4,175042,9,0,14,4,4,1,0,0,40,39,0
26,4,136286,11,4,1,3,4,1,0,0,22,39,0
53,4,173008,14,2,12,1,2,1,0,0,40,39,1
24,6,107409,9,0,1,3,4,0,0,0,40,39,0
38,4,117206,11,2,8,1,4,0,0,0,40,39,0
26,4,159448,9,0,12,3,4,1,0,0,40,39,0
38,4,166822,12,2,4,0,4,1,14090,0,32,39,1
47,4,156650,7,0,12,4,4,0,0,0,40,39,0
21,4,166108,15,2,1,3,4,0,0,0,22,27,0
25,4,343941,11,2,12,0,4,0,0,0,46,39,0
25,4,179194,11,4,8,2,4,0,0,0,36,39,0
25,4,245961,11,2,12,3,2,0,0,0,40,39,0
26,4,300958,11,4,8,1,4,1,0,0,40,39,0
53,4,186073,15,2,4,0,4,1,0,0,40,39,1
52,4,102133,11,2,4,0,4,1,0,1490,68,26,1
37,1,45907,15,3,10,4,4,1,0,0,36,39,0
43,4,427544,15,4,1,1,4,1,0,0,23,39,0
20,4,265820,9,0,8,0,4,1,0,0,40,39,0
61,4,145823,11,4,12,1,4,1,0,0,50,39,0
61,4,174569,15,4,12,4,2,1,0,0,40,39,0
24,7,329277,15,0,0,4,4,1,0,0,40,39,0
20,4,122196,15,4,9,3,0,0,0,0,21,39,0
37,4,177291,11,2,12,0,4,1,0,0,37,39,0
77,4,278880,15,4,10,1,4,1,0,0,50,39,1
36,4,67576,11,2,8,0,4,0,0,1646,40,39,1
43,4,199750,15,2,10,1,4,1,6990,0,59,39,1
22,4,68998,9,0,10,3,4,1,0,0,40,39,0
24,4,199385,11,2,3,3,4,1,0,0,40,39,0
36,5,99998,9,2,10,0,4,1,0,0,46,39,1
62,4,188517,11,2,4,1,4,1,0,0,24,39,0
27,4,206801,9,0,10,4,2,1,0,0,40,39,0
37,4,135498,5,2,4,0,4,1,14090,0,50,27,1
48,4,136585,15,4,12,3,4,1,0,0,40,39,0
37,4,352808,15,4,12,4,4,1,0,0,37,39,0
32,0,388784,15,4,12,0,4,1,0,0,47,39,0
38,2,185662,15,2,12,0,4,1,48482,0,50,39,1
38,0,491492,15,4,12,0,2,1,0,0,40,39,0
53,4,191909,11,2,3,4,4,1,0,0,40,39,0
25,4,95627,11,6,1,4,4,0,0,0,50,39,0
26,4,141343,12,2,10,0,4,1,14084,0,50,39,1
21,4,114293,7,4,1,3,4,0,0,0,40,39,0
36,4,133044,9,2,12,0,4,1,0,0,40,39,0
51,4,211565,11,2,14,3,4,1,0,0,40,39,0
53,4,225075,11,4,3,4,4,1,0,0,40,39,0
23,4,167086,15,0,1,0,4,1,0,1615,40,39,0
20,4,112394,11,2,1,0,4,0,0,0,36,39,0
60,6,304420,13,2,14,0,4,1,0,0,40,28,0
23,4,90841,0,0,5,0,4,1,0,0,50,39,0
23,4,164143,9,4,1,4,4,1,0,0,40,39,0
53,4,356124,11,2,12,4,2,1,0,0,40,39,0
20,4,96945,15,4,3,3,4,1,0,0,22,39,0
20,4,50901,15,2,12,0,4,1,0,0,40,39,0
55,4,163076,15,4,12,5,2,0,0,0,35,39,0
34,2,45936,11,4,3,5,4,1,0,0,40,39,1
25,4,271340,4,4,14,5,2,0,0,0,40,39,0
37,4,143116,9,4,3,0,4,1,0,0,50,39,0
27,4,140418,11,2,6,1,1,0,0,0,40,39,0
37,4,175954,15,4,9,4,2,1,0,1975,18,13,0
24,4,186832,9,0,12,4,2,0,0,0,40,39,0
61,4,167473,11,2,9,0,4,0,0,0,40,39,0
33,4,102822,0,2,3,1,4,0,0,0,25,39,0
26,4,166317,11,2,3,0,4,0,0,0,40,39,0
60,4,324666,11,2,12,0,4,1,0,0,40,39,0
29,4,233362,2,2,10,0,4,1,0,0,46,39,0
26,1,254465,9,4,10,0,4,1,0,0,50,39,1
33,4,206134,9,3,10,4,4,0,0,0,40,39,0
27,5,289234,9,0,12,0,4,1,0,0,40,39,0
33,4,357819,15,4,12,0,2,1,0,0,40,39,0
48,4,167074,7,2,11,4,4,1,0,0,19,39,0
26,4,174817,15,4,1,1,4,1,0,0,40,39,0
26,4,169234,15,2,3,0,4,1,0,0,40,39,1
21,4,265258,15,4,6,3,2,0,0,0,21,39,0
24,4,115302,11,2,0,3,4,0,0,0,40,39,0
26,4,192958,12,2,12,0,4,1,0,0,58,39,1
33,5,192198,9,0,10,1,4,1,0,0,40,39,0
38,4,125215,11,2,14,3,4,1,0,0,23,39,0
48,1,342698,15,2,3,1,4,1,0,0,25,39,0
25,4,183406,7,2,5,3,4,1,0,0,20,39,0
26,4,173317,11,2,3,0,4,0,0,0,40,39,0
39,4,73495,15,2,10,0,4,1,48482,0,49,39,1
59,0,95499,9,4,9,4,4,0,0,0,40,29,0
20,4,364950,0,4,9,3,4,0,0,0,17,39,0
37,4,223793,9,2,3,0,4,0,0,0,61,39,0
20,4,118435,11,2,1,1,4,1,0,0,40,39,0
32,4,291571,7,4,8,3,4,0,0,0,40,39,0
21,4,344738,11,2,14,4,2,1,0,0,19,39,0
46,4,224168,9,2,1,4,4,1,0,0,40,39,0
38,4,233944,11,2,12,0,2,0,0,0,46,39,0
28,1,214748,2,0,10,4,2,1,0,0,40,39,0
37,4,-708,11,2,8,0,4,0,0,0,40,39,0
33,4,169053,11,2,3,1,4,1,0,0,40,39,0
61,4,95329,15,4,12,0,4,1,0,0,50,39,0
31,5,139952,11,4,3,3,4,0,0,0,36,39,0
38,4,265960,11,2,10,1,4,1,11952,0,59,39,1
34,4,110058,11,4,6,5,4,0,0,0,40,39,0
26,6,338553,0,0,12,3,2,0,0,0,17,39,0
60,4,152622,11,2,4,3,4,1,14090,0,49,39,1
35,4,6743,5,2,4,0,4,1,14090,0,50,39,1
46,2,95011,15,4,1,1,4,1,0,0,50,39,0
61,4,325506,11,2,7,0,4,1,0,0,50,39,1
21,4,121585,0,4,6,1,2,0,0,0,21,39,0
29,1,103349,1,2,10,0,4,1,0,0,47,39,0
62,7,380119,15,4,14,4,4,1,0,0,40,39,0
20,2,283101,9,0,12,0,4,0,0,0,47,39,0
41,4,91543,15,4,1,1,4,1,0,0,11,39,0
36,4,266210,11,2,8,0,4,0,0,0,40,39,0
47,4,116698,9,2,3,0,4,1,0,0,40,29,0
30,1,172071,1,2,10,1,2,1,0,0,50,39,1
37,4,260421,15,4,12,5,2,1,0,0,40,39,0
21,4,131570,11,6,8,3,4,0,0,0,22,39,0
21,4,349753,11,4,12,3,4,0,0,0,40,39,0
19,2,72980,0,4,1,1,4,0,0,0,18,0,0
20,4,59600,11,4,6,1,4,1,0,0,22,39,0
29,1,122268,9,0,10,1,4,1,0,0,40,39,1
47,6,319127,15,4,14,1,4,1,0,0,40,39,0
38,7,170288,2,2,4,0,4,1,0,0,50,39,1
46,4,187597,0,4,0,5,2,0,0,0,33,39,0
20,4,186771,11,4,1,4,4,0,0,0,40,39,0
22,2,113582,15,0,10,3,4,1,0,0,30,39,0
67,0,213117,9,4,3,4,2,1,0,0,40,30,0
60,4,134018,9,4,1,3,4,1,0,0,40,39,0
33,6,220462,9,2,10,4,4,1,0,0,40,39,0
32,4,127627,11,2,4,0,4,1,48481,0,42,39,1
76,6,167352,11,2,14,0,2,1,0,0,40,23,0
27,4,263919,11,4,12,5,2,1,0,0,40,39,0
29,4,266361,11,2,6,0,4,0,0,0,40,39,0
68,2,107301,15,2,12,0,4,1,0,0,40,39,0
62,1,222069,2,2,10,1,4,1,48482,0,49,39,1
33,4,507400,15,4,2,1,2,0,0,0,21,39,0
20,4,89308,15,4,12,0,4,1,0,0,40,39,0
20,4,38953,0,4,9,5,2,0,0,0,15,39,0
56,4,117388,15,4,6,3,4,0,0,0,50,39,0
24,4,99244,0,0,11,1,4,1,0,0,19,7,0
31,4,222511,11,2,6,0,4,1,0,0,40,39,0
38,4,157232,11,2,6,1,2,0,0,0,23,39,0
50,3,42013,8,6,13,4,4,1,0,0,40,39,0
60,4,194978,6,2,4,0,4,1,0,0,50,39,1
42,4,140003,15,6,3,1,4,1,0,0,50,39,0
33,4,27625,9,4,3,3,4,1,0,0,40,39,0
34,4,548792,15,4,1,0,4,0,0,1486,40,39,1
61,4,151580,8,2,13,0,4,1,0,0,71,39,1
26,4,154257,9,0,10,4,4,1,0,0,40,39,0
22,5,146947,9,0,10,0,4,0,0,0,47,39,0
51,4,252330,15,2,3,0,4,1,0,0,40,39,0
31,1,170031,1,4,13,1,4,0,0,0,40,39,0
37,4,113894,9,2,12,0,4,1,0,0,40,39,0
31,6,97928,9,0,3,3,4,1,0,0,40,8,0
43,5,92046,11,2,8,0,4,0,0,0,57,39,1
19,4,156046,11,0,0,0,4,0,0,0,46,39,0
26,4,172921,15,2,9,3,4,1,0,0,40,39,0
27,6,134057,11,4,10,4,2,1,0,0,40,39,0
31,4,106498,15,4,1,3,4,1,0,0,40,39,0
47,4,171067,15,2,14,0,4,1,0,0,40,39,1
42,4,187916,15,3,10,0,4,1,0,1490,40,39,0
32,5,152937,9,0,3,0,4,1,0,0,46,39,0
61,4,200181,12,2,10,0,4,1,14090,0,49,39,1
26,4,121720,11,2,12,3,2,0,0,0,40,39,0
20,4,239294,7,2,7,3,4,1,0,0,40,39,0
38,4,152998,11,2,8,0,4,0,0,0,40,39,0
68,4,450698,9,2,5,5,4,1,0,0,69,39,1
60,4,315467,12,4,12,0,4,1,0,0,40,39,1
30,4,142756,0,4,1,1,4,0,0,0,13,39,0
28,4,67434,15,4,1,1,4,1,0,0,36,39,0
53,0,328604,15,4,12,3,4,1,0,0,40,39,0
35,4,141480,9,2,12,0,4,1,0,0,45,39,1
20,4,163270,11,2,6,0,4,1,0,0,50,39,1
31,4,170854,11,2,12,0,4,1,0,0,60,39,1
52,4,272462,9,4,3,1,4,1,0,0,40,39,0
53,4,186961,15,4,12,4,4,1,0,0,40,39,0
38,4,174107,15,6,12,1,2,0,0,0,37,39,0
43,2,352183,15,4,3,3,2,1,0,0,40,39,0
58,4,50253,11,2,8,4,4,1,0,0,40,39,0
25,4,256635,7,4,9,3,4,0,0,0,40,39,0
33,4,334896,2,4,1,1,4,1,0,0,23,39,0
37,4,80432,11,4,12,0,2,1,0,0,40,39,0
60,4,209218,15,2,3,1,4,1,0,0,40,39,0
62,4,79980,15,4,3,0,4,1,0,0,50,25,1
23,4,266979,0,4,2,0,4,0,0,0,34,39,0
21,4,137108,9,2,12,0,4,1,0,0,46,39,0
52,4,233572,15,4,10,4,4,1,0,0,40,39,0
26,5,84068,9,0,12,0,4,1,0,0,47,39,0
38,4,479565,11,2,11,0,4,0,0,0,40,39,0
18,4,328327,9,2,10,0,4,1,0,0,56,39,1
21,4,162336,11,4,1,4,2,0,0,0,17,39,0
52,0,571272,15,4,12,1,2,1,0,0,40,39,0
28,1,135928,1,2,10,3,4,1,0,0,40,39,0
33,4,234076,11,2,9,4,4,1,0,0,25,39,0
42,3,198789,15,2,11,0,2,1,0,0,50,39,0
21,4,86136,6,2,4,1,4,1,0,0,40,39,0
53,4,260424,15,4,10,5,4,1,0,0,40,39,0
61,4,199005,15,4,4,0,4,1,0,0,40,39,0
26,4,374529,15,4,1,4,4,0,0,0,40,39,0
61,4,315059,11,4,12,4,4,1,0,0,40,39,0
23,4,322194,11,2,1,4,4,1,0,0,40,39,0
28,7,214378,2,2,10,0,4,1,0,0,40,39,0
61,4,317906,11,2,13,1,4,1,0,0,40,39,0
37,6,232647,15,2,10,0,4,1,0,0,50,39,1
47,4,215965,11,2,0,1,4,1,0,0,24,39,0
29,5,113214,9,0,10,3,4,0,0,0,40,14,0
59,6,124510,11,2,6,0,4,0,0,0,40,39,0
27,4,269213,11,2,7,4,0,1,0,0,40,39,0
59,0,46170,15,4,11,0,4,1,0,0,50,39,0
24,4,115684,9,0,14,0,4,1,0,0,46,39,0
37,4,146073,11,2,3,0,4,1,14090,0,50,39,1
24,4,67225,9,0,14,0,4,0,0,0,40,39,0
59,4,89642,11,4,1,1,4,0,0,0,40,39,0
51,4,175511,15,2,3,0,4,1,0,0,40,39,0
43,6,177420,15,4,12,0,2,1,0,0,40,40,0
39,4,117104,12,2,10,0,4,1,48481,0,55,39,1
26,4,88807,11,2,8,1,4,0,0,0,40,39,0
31,4,212165,15,4,8,3,4,0,0,0,22,39,0
48,4,172140,0,4,1,1,4,0,0,0,40,39,0
60,6,172077,11,4,8,4,2,1,0,0,24,39,0
52,4,255692,11,2,11,1,4,0,0,0,40,39,0
43,6,376906,11,2,14,4,2,1,0,0,50,39,0
32,4,133694,15,0,10,4,4,1,0,0,40,39,0
30,4,119851,9,4,3,0,4,1,0,0,47,8,0
47,4,181116,9,4,3,0,4,1,0,0,46,39,0
25,4,110187,9,0,3,0,4,0,0,0,40,5,0
24,7,51342,11,0,12,3,4,1,0,0,40,6,0
18,4,248859,11,0,9,3,2,0,0,0,12,39,0
26,4,132119,15,4,1,1,4,0,0,2090,17,35,0
60,2,224649,12,2,10,0,4,1,0,0,50,39,1
54,4,274860,12,2,4,5,4,1,14090,0,46,39,1
38,6,350138,11,4,8,0,4,1,0,0,59,39,0
45,4,148610,9,0,1,0,4,1,0,0,47,39,0
48,4,149552,11,2,0,3,4,1,0,0,60,39,0
33,4,194755,9,2,4,0,4,1,14090,0,49,39,1
59,4,270540,15,4,6,4,4,1,0,0,72,39,0
37,4,138284,11,2,1,0,4,0,0,0,40,39,0
28,4,109132,15,4,3,1,2,1,0,0,40,39,0
38,4,156262,11,2,3,0,4,1,0,0,40,39,0
21,4,280719,0,2,0,3,4,1,0,0,40,39,0
47,4,94366,11,2,12,0,4,1,0,0,61,19,0
52,4,162382,11,2,3,1,4,0,0,0,40,39,0
32,4,198254,11,2,3,3,4,1,0,0,40,39,0
31,4,180966,9,2,12,0,4,0,0,0,40,39,0
22,4,166441,9,2,10,0,4,0,0,0,40,39,0
24,6,333956,9,4,12,3,4,1,0,0,40,39,0
27,4,128743,11,2,6,3,4,0,0,0,21,39,0
21,4,181370,15,2,10,4,4,1,0,0,40,39,0
23,4,63641,9,2,1,0,4,0,0,0,40,39,0
17,4,81626,11,2,3,3,4,0,0,0,18,39,0
29,4,281842,0,4,3,3,4,0,0,0,40,39,0
28,0,176696,15,6,11,0,4,1,0,0,50,39,0
61,0,431304,15,4,12,5,4,1,0,0,40,39,1
53,4,211264,7,2,14,0,4,1,0,0,40,39,0
75,4,185262,11,2,8,0,4,0,0,0,47,39,1
43,4,516934,15,4,11,4,4,0,0,0,36,39,0
20,4,165077,15,2,4,0,4,1,14090,0,52,39,1
32,4,232887,15,4,10,4,2,1,0,0,40,39,0
26,4,90982,0,4,3,4,2,1,0,0,17,39,0
61,2,232872,12,2,4,0,4,1,14090,0,46,39,1
27,4,81711,11,2,12,0,4,1,0,0,40,39,1
23,4,124706,11,4,1,0,4,0,0,0,40,39,0
32,4,182753,15,4,10,1,4,1,0,0,47,39,0
61,4,258858,11,2,11,4,4,1,0,0,50,39,1
53,4,261357,4,2,12,4,4,1,0,0,40,39,0
38,4,271160,15,4,6,5,2,0,0,0,40,39,0
30,4,212377,15,4,12,4,4,1,0,1793,40,39,0
22,4,151542,9,2,3,0,4,1,0,0,47,39,1
24,4,124898,9,2,10,0,4,1,0,0,46,39,0
34,4,196632,9,4,8,0,4,0,0,0,50,39,0
37,5,143321,9,0,10,0,4,1,14090,0,49,39,1
43,4,252643,11,2,8,3,0,0,0,0,40,39,0
20,4,32794,0,4,12,4,2,0,0,0,18,39,0
32,4,179004,11,2,0,3,4,0,0,0,40,39,0
59,4,334733,9,0,12,1,2,1,0,0,40,39,0
37,4,126566,11,2,1,3,4,0,0,0,40,0,0
29,4,527002,15,4,8,0,4,1,0,0,40,39,0
70,4,184500,2,2,6,3,4,0,0,0,40,39,0
31,4,84733,9,2,10,3,4,1,0,0,40,39,0
32,4,205965,0,4,9,4,4,0,0,0,40,39,0
19,4,109095,11,4,9,3,2,0,0,0,36,39,0
18,5,260313,9,4,12,0,4,1,0,0,40,39,0
61,0,447000,15,4,10,3,4,1,0,0,31,26,0
43,4,126031,11,2,3,1,1,0,0,0,40,39,0
41,6,188600,8,6,11,4,4,0,0,0,24,39,0
68,7,102188,15,2,5,0,4,1,0,0,50,39,1
67,4,364645,11,2,1,1,4,0,0,1887,40,30,0
47,4,179452,11,2,11,1,4,1,0,0,50,39,1
42,4,104455,0,2,14,1,4,1,0,0,40,39,0
31,4,20564,7,0,12,0,2,1,0,0,62,39,0
58,4,155597,0,6,10,1,4,1,0,0,50,39,1
24,4,158191,11,0,14,0,4,0,0,0,40,39,0
27,2,143134,9,2,3,0,4,1,0,0,40,39,0
26,4,111366,1,2,3,0,4,1,0,0,40,39,0
20,4,114804,15,2,3,0,4,0,0,0,40,39,0
19,4,213301,11,4,8,3,4,0,0,0,15,39,0
26,4,174633,15,4,3,5,4,1,0,0,40,39,1
20,6,185740,7,4,10,4,4,1,0,0,36,9,0
29,5,298616,9,4,12,0,4,1,0,0,50,39,0
26,4,182000,11,2,3,3,4,1,0,0,40,39,0
26,4,142409,11,2,10,4,4,0,0,0,40,39,0
37,4,98012,11,2,5,2,4,1,0,0,40,39,0
37,4,222707,11,0,12,4,2,1,0,0,40,39,0
22,4,140814,6,2,0,3,4,0,0,0,21,39,0
28,6,324585,1,2,6,1,4,1,0,0,40,36,0
34,4,176668,15,2,10,4,4,1,0,0,40,39,0
52,6,37599,15,4,3,3,4,1,0,0,40,39,0
21,4,161698,9,2,12,0,4,0,0,0,46,39,0
61,4,91333,11,2,10,1,4,1,0,0,18,39,0
47,4,162562,11,2,1,0,4,1,0,0,40,39,0
23,4,303288,11,4,3,3,4,0,0,0,40,39,0
26,4,354042,15,4,6,2,4,0,0,0,20,39,0
46,4,461524,7,4,1,1,4,1,0,0,37,39,0
23,4,232540,9,2,7,0,4,1,0,0,46,27,0
38,4,121995,11,0,14,4,4,1,0,2080,40,39,0
23,4,256497,11,4,0,3,4,0,0,2063,40,39,0
19,4,97320,11,4,1,3,4,0,0,0,19,39,0
20,4,118155,11,2,1,0,4,1,0,1590,92,39,0
49,4,140834,15,0,3,1,4,1,0,0,40,39,0
43,0,491027,15,4,0,1,4,1,0,0,40,39,0
45,4,141316,11,0,9,4,4,1,0,0,40,39,0
53,4,337389,11,2,14,4,4,1,0,0,38,39,0
61,4,179899,15,4,1,0,4,1,0,1466,40,39,0
53,4,30464,15,4,10,0,4,1,14087,0,50,39,1
69,4,97235,15,4,3,3,4,0,0,0,40,39,0
38,7,23083,5,2,11,1,4,1,48431,0,50,39,1
26,4,126809,11,4,6,3,4,0,0,0,22,39,0
21,4,126759,11,2,6,0,4,0,0,0,40,39,0
35,4,173961,9,2,3,0,4,1,0,0,40,39,0
42,4,113719,11,4,9,4,2,0,0,0,14,8,0
37,5,206705,15,4,12,0,4,1,14090,0,50,39,1
48,4,133247,14,0,1,0,4,1,0,0,40,39,0
19,4,163673,1,2,14,0,4,1,0,0,50,39,0
58,4,272390,7,4,3,5,2,1,0,0,27,39,0
38,4,205518,11,4,1,1,4,0,0,0,40,39,0
25,4,157084,9,4,0,4,4,1,0,0,40,39,0
23,4,175117,9,3,10,3,4,1,0,0,40,39,0
37,4,206680,15,2,4,1,4,1,0,0,50,39,0
31,6,109696,11,4,12,4,2,1,0,0,40,39,0
33,4,372119,11,4,1,1,4,0,0,0,24,39,0
38,4,146582,12,2,7,0,4,1,14090,0,51,39,1
42,4,291143,11,2,8,0,4,0,0,0,40,39,0
43,6,351314,11,2,7,5,0,1,0,0,40,39,1
62,6,320549,15,4,12,0,2,1,0,0,40,39,1
37,4,138296,9,2,10,0,4,1,0,0,57,39,1
24,4,86070,11,0,14,0,4,1,0,0,40,39,0
43,4,394773,11,4,3,3,4,0,0,0,40,39,0
26,4,245177,11,4,0,4,4,0,0,0,21,39,0
21,4,125163,11,4,0,4,2,1,0,0,24,39,0
47,4,164640,11,4,7,2,4,1,0,0,40,39,0
